treatment_group,customer_id,transaction
treatment 2,1170408,0
treatment 2,1170975,0
treatment 2,1171517,0
treatment 2,1172286,1
treatment 2,1172314,0
treatment 2,1172352,0
treatment 2,1172532,0
treatment 2,1174125,0
treatment 2,1174616,0
treatment 2,1175617,0
treatment 2,1175731,0
treatment 2,1177054,0
treatment 2,1178813,0
treatment 2,1178837,0
treatment 2,1178860,1
treatment 2,1179132,0
treatment 2,1179505,0
treatment 2,1179844,0
treatment 2,1181087,0
treatment 2,1181572,0
treatment 2,1181977,0
treatment 2,1182945,0
treatment 2,1183457,0
treatment 2,1184365,0
treatment 2,1185776,0
treatment 2,1186306,1
treatment 2,1186822,0
treatment 2,1188078,0
treatment 2,1188565,0
treatment 2,1192553,1
treatment 2,1193784,0
treatment 2,1194972,0
treatment 2,1196249,0
treatment 2,1196826,0
treatment 2,1198116,0
treatment 2,1198209,0
treatment 2,1198254,1
treatment 2,1198372,0
treatment 2,1198975,0
treatment 2,1199005,0
treatment 2,1199372,0
treatment 2,1199478,0
treatment 2,1199496,0
treatment 2,1200294,0
treatment 2,1200812,0
treatment 2,1200868,0
treatment 2,1201513,0
treatment 2,1202134,1
treatment 2,1203110,1
treatment 2,1205066,1
treatment 2,1205357,0
treatment 2,1206558,0
treatment 2,1208124,0
treatment 2,1208650,0
treatment 2,1209382,0
treatment 2,1210174,0
treatment 2,1211403,0
treatment 2,1211765,0
treatment 2,1211883,0
treatment 2,1212287,0
treatment 2,1213332,0
treatment 2,1214146,0
treatment 2,1215576,0
treatment 2,1216233,0
treatment 2,1216357,0
treatment 2,1217227,0
treatment 2,1221235,0
treatment 2,1223992,0
treatment 2,1225972,0
treatment 2,1226924,0
treatment 2,1228207,0
treatment 2,1228648,0
treatment 2,1229402,1
treatment 2,1229920,0
treatment 2,1230607,0
treatment 2,1230663,0
treatment 2,1231273,0
treatment 2,1231377,0
treatment 2,1232534,0
treatment 2,1232767,0
treatment 2,1233411,0
treatment 2,1234877,0
treatment 2,1235204,0
treatment 2,1236110,1
treatment 2,1236645,0
treatment 2,1237567,0
treatment 2,1239114,0
treatment 2,1239873,0
treatment 2,1240452,0
treatment 2,1240653,1
treatment 2,1241111,0
treatment 2,1241138,0
treatment 2,1241272,0
treatment 2,1241333,0
treatment 2,1242247,0
treatment 2,1245229,1
treatment 2,1245577,0
treatment 2,1246437,0
treatment 2,1246716,0
treatment 2,1250812,0
treatment 2,1251736,0
treatment 2,1252834,0
treatment 2,1253356,0
treatment 2,1254068,0
treatment 2,1258403,0
treatment 2,1258407,0
treatment 2,1261260,0
treatment 2,1261762,0
treatment 2,1264849,0
treatment 2,1266022,0
treatment 2,1266834,0
treatment 2,1267888,0
treatment 2,1268284,0
treatment 2,1268682,1
treatment 2,1269671,0
treatment 2,1271394,0
treatment 2,1272331,0
treatment 2,1273674,0
treatment 2,1273959,0
treatment 2,1275262,0
treatment 2,1276301,0
treatment 2,1277022,0
treatment 2,1277541,0
treatment 2,1278712,0
treatment 2,1280872,1
treatment 2,1281652,0
treatment 2,1283224,0
treatment 2,1283278,0
treatment 2,1284015,0
treatment 2,1285308,0
treatment 2,1286976,0
treatment 2,1287135,0
treatment 2,1287365,1
treatment 2,1288770,0
treatment 2,1288901,0
treatment 2,1290187,0
treatment 2,1290606,0
treatment 2,1291810,1
treatment 2,1292605,1
treatment 2,1293429,0
treatment 2,1294375,0
treatment 2,1295285,0
treatment 2,1295572,0
treatment 2,1295644,0
treatment 2,1297199,0
treatment 2,1297685,1
treatment 2,1301395,0
treatment 2,1302140,0
treatment 2,1302350,0
treatment 2,1303428,0
treatment 2,1303750,0
treatment 2,1304118,0
treatment 2,1306692,0
treatment 2,1307088,0
treatment 2,1307507,1
treatment 2,1307870,0
treatment 2,1307881,0
treatment 2,1308204,1
treatment 2,1309888,0
treatment 2,1310298,0
treatment 2,1310590,1
treatment 2,1311124,0
treatment 2,1311942,0
treatment 2,1311951,0
treatment 2,1311968,0
treatment 2,1313749,0
treatment 2,1314108,0
treatment 2,1315578,0
treatment 2,1317785,0
treatment 2,1318040,1
treatment 2,1318879,0
treatment 2,1319029,0
treatment 2,1321747,1
treatment 2,1323624,0
treatment 2,1323900,0
treatment 2,1325929,0
treatment 2,1326759,1
treatment 2,1327336,0
treatment 2,1327630,1
treatment 2,1329494,0
treatment 2,1330231,0
treatment 2,1330576,1
treatment 2,1333987,0
treatment 2,1334621,0
treatment 2,1337029,0
treatment 2,1337034,0
treatment 2,1339073,0
treatment 2,1339898,1
treatment 2,1340331,0
treatment 2,1342329,1
treatment 2,1343838,0
treatment 2,1345454,0
treatment 2,1346329,0
treatment 2,1346748,0
treatment 2,1347208,0
treatment 2,1347652,0
treatment 2,1347808,0
treatment 2,1349421,0
treatment 2,1349828,0
treatment 2,1351069,0
treatment 2,1351094,0
treatment 2,1351422,0
treatment 2,1354218,0
treatment 2,1354637,0
treatment 2,1357908,0
treatment 2,1358541,0
treatment 2,1359037,1
treatment 2,1359162,1
treatment 2,1362521,0
treatment 2,1363607,0
treatment 2,1365304,0
treatment 2,1365772,0
treatment 2,1366482,0
treatment 2,1366725,0
treatment 2,1366726,0
treatment 2,1367522,1
treatment 2,1367929,0
treatment 2,1368621,0
treatment 2,1369214,1
treatment 2,1369416,0
treatment 2,1369509,0
treatment 2,1371848,1
treatment 2,1373396,1
treatment 2,1374541,0
treatment 2,1375696,1
treatment 2,1375915,0
treatment 2,1376101,0
treatment 2,1376590,0
treatment 2,1376875,1
treatment 2,1377329,1
treatment 2,1379445,0
treatment 2,1379788,0
treatment 2,1380545,0
treatment 2,1381525,0
treatment 2,1381815,1
treatment 2,1382698,1
treatment 2,1383256,0
treatment 2,1384383,1
treatment 2,1385495,0
treatment 2,1385612,0
treatment 2,1388724,0
treatment 2,1390056,0
treatment 2,1392020,1
treatment 2,1392618,0
treatment 2,1393613,0
treatment 2,1394284,0
treatment 2,1394405,1
treatment 2,1394717,0
treatment 2,1394902,0
treatment 2,1395822,1
treatment 2,1396354,0
treatment 2,1396601,1
treatment 2,1396602,0
treatment 2,1396691,0
treatment 2,1396808,1
treatment 2,1397336,0
treatment 2,1398549,0
treatment 2,1398854,0
treatment 2,1399939,1
treatment 2,1401230,1
treatment 2,1403429,1
treatment 2,1404253,1
treatment 2,1404790,0
treatment 2,1406551,0
treatment 2,1407273,0
treatment 2,1410813,0
treatment 2,1411706,0
treatment 2,1413105,0
treatment 2,1413136,0
treatment 2,1413380,0
treatment 2,1414480,0
treatment 2,1414580,0
treatment 2,1414603,0
treatment 2,1415238,0
treatment 2,1415926,1
treatment 2,1417580,1
treatment 2,1417897,0
treatment 2,1418956,0
treatment 2,1420536,0
treatment 2,1421398,1
treatment 2,1422030,0
treatment 2,1422116,0
treatment 2,1422150,0
treatment 2,1422569,0
treatment 2,1423213,0
treatment 2,1423457,0
treatment 2,1424503,0
treatment 2,1424739,0
treatment 2,1425091,0
treatment 2,1427276,0
treatment 2,1428397,0
treatment 2,1428684,0
treatment 2,1430326,0
treatment 2,1431226,0
treatment 2,1431793,0
treatment 2,1431822,0
treatment 2,1431932,1
treatment 2,1435980,0
treatment 2,1437374,0
treatment 2,1437999,0
treatment 2,1438473,0
treatment 2,1439578,0
treatment 2,1440790,0
treatment 2,1443161,0
treatment 2,1444524,0
treatment 2,1444532,0
treatment 2,1445700,0
treatment 2,1448003,1
treatment 2,1449422,0
treatment 2,1451397,0
treatment 2,1451664,1
treatment 2,1451701,0
treatment 2,1452634,0
treatment 2,1455185,0
treatment 2,1456210,0
treatment 2,1457058,0
treatment 2,1460092,0
treatment 2,1460536,0
treatment 2,1460768,0
treatment 2,1462110,0
treatment 2,1464812,0
treatment 2,1465348,0
treatment 2,1465381,1
treatment 2,1466633,0
treatment 2,1468536,0
treatment 2,1469163,0
treatment 2,1469172,1
treatment 2,1470736,0
treatment 2,1471245,0
treatment 2,1471269,1
treatment 2,1473098,0
treatment 2,1474804,0
treatment 2,1475924,0
treatment 2,1476069,0
treatment 2,1476924,0
treatment 2,1477503,0
treatment 2,1478414,0
treatment 2,1478899,0
treatment 2,1478965,1
treatment 2,1479603,0
treatment 2,1479986,0
treatment 2,1479997,0
treatment 2,1480226,0
treatment 2,1481741,0
treatment 2,1482098,0
treatment 2,1482313,1
treatment 2,1483308,1
treatment 2,1484609,1
treatment 2,1485268,0
treatment 2,1485721,0
treatment 2,1486103,0
treatment 2,1486521,0
treatment 2,1487276,0
treatment 2,1487362,1
treatment 2,1489426,0
treatment 2,1489892,0
treatment 2,1492082,0
treatment 2,1493936,1
treatment 2,1494152,0
treatment 2,1495453,0
treatment 2,1496108,0
treatment 2,1496991,0
treatment 2,1497100,0
treatment 2,1499456,0
treatment 2,1499902,0
treatment 2,1500486,1
treatment 2,1502712,0
treatment 2,1504137,0
treatment 2,1504396,0
treatment 2,1504688,0
treatment 2,1504725,0
treatment 2,1504751,0
treatment 2,1506090,0
treatment 2,1508358,0
treatment 2,1509111,0
treatment 2,1509929,0
treatment 2,1512135,1
treatment 2,1512732,0
treatment 2,1514458,1
treatment 2,1514786,0
treatment 2,1515798,1
treatment 2,1515874,1
treatment 2,1516682,0
treatment 2,1518236,0
treatment 2,1518734,0
treatment 2,1520002,0
treatment 2,1520309,0
treatment 2,1520679,0
treatment 2,1522155,0
treatment 2,1524203,0
treatment 2,1524731,0
treatment 2,1528075,0
treatment 2,1528393,0
treatment 2,1528544,0
treatment 2,1530252,0
treatment 2,1531047,0
treatment 2,1532270,0
treatment 2,1532290,0
treatment 2,1532699,0
treatment 2,1534130,0
treatment 2,1534390,1
treatment 2,1535144,0
treatment 2,1537374,0
treatment 2,1537502,0
treatment 2,1538611,1
treatment 2,1538913,0
treatment 2,1538949,0
treatment 2,1542037,0
treatment 2,1542179,0
treatment 2,1542566,0
treatment 2,1542767,0
treatment 2,1543387,0
treatment 2,1543676,0
treatment 2,1543784,1
treatment 2,1544417,0
treatment 2,1545526,0
treatment 2,1545780,0
treatment 2,1546084,0
treatment 2,1546473,0
treatment 2,1547800,1
treatment 2,1548029,0
treatment 2,1551352,1
treatment 2,1552022,0
treatment 2,1552101,0
treatment 2,1553600,0
treatment 2,1553854,0
treatment 2,1555318,1
treatment 2,1555360,0
treatment 2,1556544,0
treatment 2,1556736,0
treatment 2,1557102,0
treatment 2,1557436,0
treatment 2,1557562,0
treatment 2,1557728,0
treatment 2,1558543,0
treatment 2,1559463,1
treatment 2,1559573,0
treatment 2,1560393,0
treatment 2,1561525,1
treatment 2,1561662,0
treatment 2,1562202,0
treatment 2,1563058,0
treatment 2,1563392,1
treatment 2,1564001,0
treatment 2,1564026,0
treatment 2,1564093,0
treatment 2,1564132,1
treatment 2,1565218,0
treatment 2,1565630,0
treatment 2,1566571,0
treatment 2,1569665,0
treatment 2,1569860,0
treatment 2,1570491,0
treatment 2,1570931,0
treatment 2,1571399,0
treatment 2,1571665,0
treatment 2,1571762,0
treatment 2,1572447,0
treatment 2,1573853,0
treatment 2,1573986,0
treatment 2,1574999,0
treatment 2,1576350,0
treatment 2,1576433,0
treatment 2,1577597,0
treatment 2,1578695,0
treatment 2,1579628,1
treatment 2,1579651,0
treatment 2,1580579,0
treatment 2,1580885,0
treatment 2,1581443,0
treatment 2,1582602,0
treatment 2,1582618,0
treatment 2,1584265,0
treatment 2,1584307,0
treatment 2,1585136,0
treatment 2,1588201,0
treatment 2,1590309,0
treatment 2,1592876,0
treatment 2,1595053,0
treatment 2,1595249,0
treatment 2,1595362,0
treatment 2,1595762,0
treatment 2,1595879,0
treatment 2,1596267,0
treatment 2,1596694,0
treatment 2,1597249,0
treatment 2,1597452,0
treatment 2,1597589,0
treatment 2,1597841,0
treatment 2,1599883,0
treatment 2,1601160,0
treatment 2,1601535,0
treatment 2,1602283,0
treatment 2,1602733,0
treatment 2,1602778,0
treatment 2,1605365,0
treatment 2,1606180,0
treatment 2,1606263,1
treatment 2,1606311,0
treatment 2,1607171,0
treatment 2,1607467,0
treatment 2,1609491,0
treatment 2,1609871,0
treatment 2,1610616,0
treatment 2,1612051,0
treatment 2,1613243,0
treatment 2,1613734,0
treatment 2,1615225,0
treatment 2,1615836,0
treatment 2,1616834,0
treatment 2,1618208,1
treatment 2,1618277,0
treatment 2,1618357,0
treatment 2,1618671,0
treatment 2,1620175,0
treatment 2,1620573,0
treatment 2,1620890,0
treatment 2,1623644,0
treatment 2,1623723,0
treatment 2,1624704,0
treatment 2,1624752,0
treatment 2,1624930,1
treatment 2,1625346,0
treatment 2,1625557,0
treatment 2,1627236,0
treatment 2,1628170,1
treatment 2,1628427,1
treatment 2,1628710,1
treatment 2,1628925,0
treatment 2,1629236,0
treatment 2,1629353,0
treatment 2,1629679,1
treatment 2,1630254,0
treatment 2,1632072,1
treatment 2,1632156,0
treatment 2,1633924,0
treatment 2,1634458,0
treatment 2,1635136,0
treatment 2,1636316,0
treatment 2,1637563,0
treatment 2,1638187,1
treatment 2,1638239,0
treatment 2,1638335,0
treatment 2,1638945,0
treatment 2,1639172,0
treatment 2,1639296,0
treatment 2,1640803,0
treatment 2,1641310,0
treatment 2,1641579,0
treatment 2,1641908,1
treatment 2,1644786,1
treatment 2,1645069,0
treatment 2,1645098,0
treatment 2,1645749,0
treatment 2,1646221,0
treatment 2,1646636,0
treatment 2,1646892,0
treatment 2,1647182,0
treatment 2,1648665,1
treatment 2,1649334,0
treatment 2,1649625,0
treatment 2,1649633,0
treatment 2,1650409,1
treatment 2,1650888,1
treatment 2,1650901,0
treatment 2,1651117,0
treatment 2,1651184,0
treatment 2,1651695,0
treatment 2,1652090,0
treatment 2,1653348,1
treatment 2,1653957,0
treatment 2,1654326,0
treatment 2,1655799,0
treatment 2,1656095,0
treatment 2,1656612,1
treatment 2,1658280,1
treatment 2,1658635,0
treatment 2,1658694,0
treatment 2,1659585,1
treatment 2,1660160,0
treatment 2,1660300,0
treatment 2,1660701,1
treatment 2,1660777,1
treatment 2,1661145,0
treatment 2,1661204,0
treatment 2,1661394,1
treatment 2,1664825,0
treatment 2,1665455,0
treatment 2,1665570,0
treatment 2,1666778,0
treatment 2,1668020,0
treatment 2,1668059,0
treatment 2,1668919,1
treatment 2,1669592,0
treatment 2,1670648,0
treatment 2,1672913,0
treatment 2,1676858,0
treatment 2,1677361,0
treatment 2,1677586,0
treatment 2,1678140,0
treatment 2,1678859,0
treatment 2,1678913,0
treatment 2,1681029,0
treatment 2,1681376,0
treatment 2,1683834,1
treatment 2,1684186,0
treatment 2,1686120,1
treatment 2,1686278,0
treatment 2,1686759,0
treatment 2,1686856,1
treatment 2,1687991,0
treatment 2,1688385,0
treatment 2,1688515,0
treatment 2,1688935,0
treatment 2,1689216,0
treatment 2,1689673,0
treatment 2,1690980,0
treatment 2,1691464,0
treatment 2,1692945,0
treatment 2,1693368,0
treatment 2,1694037,0
treatment 2,1695278,0
treatment 2,1696840,0
treatment 2,1697529,0
treatment 2,1698408,0
treatment 2,1698984,0
treatment 2,1700077,0
treatment 2,1701275,0
treatment 2,1702205,0
treatment 2,1702225,0
treatment 2,1704651,0
treatment 2,1704961,0
treatment 2,1705883,0
treatment 2,1707050,0
treatment 2,1707601,1
treatment 2,1708768,0
treatment 2,1709777,0
treatment 2,1710591,0
treatment 2,1710688,0
treatment 2,1711966,0
treatment 2,1712818,1
treatment 2,1714488,0
treatment 2,1715330,1
treatment 2,1715467,1
treatment 2,1715913,0
treatment 2,1716960,1
treatment 2,1717470,0
treatment 2,1717618,0
treatment 2,1719355,0
treatment 2,1721606,0
treatment 2,1722205,0
treatment 2,1722316,0
treatment 2,1722318,0
treatment 2,1726736,0
treatment 2,1727234,0
treatment 2,1730181,0
treatment 2,1730258,1
treatment 2,1731006,0
treatment 2,1731260,0
treatment 2,1733378,0
treatment 2,1733502,1
treatment 2,1734276,0
treatment 2,1734999,0
treatment 2,1736155,0
treatment 2,1737436,0
treatment 2,1738182,0
treatment 2,1738801,0
treatment 2,1739465,0
treatment 2,1740664,0
treatment 2,1741901,0
treatment 2,1743829,0
treatment 2,1744610,0
treatment 2,1744977,0
treatment 2,1745083,0
treatment 2,1745857,0
treatment 2,1746428,0
treatment 2,1748618,0
treatment 2,1749028,0
treatment 2,1749494,0
treatment 2,1750108,1
treatment 2,1751848,0
treatment 2,1753698,0
treatment 2,1753947,0
treatment 2,1754000,0
treatment 2,1754122,0
treatment 2,1756328,0
treatment 2,1757341,0
treatment 2,1757621,0
treatment 2,1757737,0
treatment 2,1758934,0
treatment 2,1759640,0
treatment 2,1761718,0
treatment 2,1763202,0
treatment 2,1765510,0
treatment 2,1766417,0
treatment 2,1766688,0
treatment 2,1767516,0
treatment 2,1769578,0
treatment 2,1770440,1
treatment 2,1770681,1
treatment 2,1773150,0
treatment 2,1774219,0
treatment 2,1774592,0
treatment 2,1774621,0
treatment 2,1775010,0
treatment 2,1775015,0
treatment 2,1776011,0
treatment 2,1776182,1
treatment 2,1776597,0
treatment 2,1776659,0
treatment 2,1777213,0
treatment 2,1778216,0
treatment 2,1778457,0
treatment 2,1778462,0
treatment 2,1778724,0
treatment 2,1779539,0
treatment 2,1779930,1
treatment 2,1780147,0
treatment 2,1780949,0
treatment 2,1780978,1
treatment 2,1781008,0
treatment 2,1782893,1
treatment 2,1783158,0
treatment 2,1783428,0
treatment 2,1789482,0
treatment 2,1790570,1
treatment 2,1790848,0
treatment 2,1792257,0
treatment 2,1792453,0
treatment 2,1792713,0
treatment 2,1792803,0
treatment 2,1793296,0
treatment 2,1793755,0
treatment 2,1793984,0
treatment 2,1794410,0
treatment 2,1794641,0
treatment 2,1796929,0
treatment 2,1797675,1
treatment 2,1797901,0
treatment 2,1798079,0
treatment 2,1798323,0
treatment 2,1802537,0
treatment 2,1802636,1
treatment 2,1803784,1
treatment 2,1803989,0
treatment 2,1805912,0
treatment 2,1805946,0
treatment 2,1806144,0
treatment 2,1806463,0
treatment 2,1806540,0
treatment 2,1808024,0
treatment 2,1808157,0
treatment 2,1809216,0
treatment 2,1810466,0
treatment 2,1810666,0
treatment 2,1811158,0
treatment 2,1813207,0
treatment 2,1813669,0
treatment 2,1814775,0
treatment 2,1815204,0
treatment 2,1816114,1
treatment 2,1817254,1
treatment 2,1817513,0
treatment 2,1818518,0
treatment 2,1819937,0
treatment 2,1820081,0
treatment 2,1823326,0
treatment 2,1823636,0
treatment 2,1823724,0
treatment 2,1823905,0
treatment 2,1824489,0
treatment 2,1825599,0
treatment 2,1827069,0
treatment 2,1829093,0
treatment 2,1829121,0
treatment 2,1829311,0
treatment 2,1829682,0
treatment 2,1830522,0
treatment 2,1830526,0
treatment 2,1830689,0
treatment 2,1831768,0
treatment 2,1833098,0
treatment 2,1833610,0
treatment 2,1833698,0
treatment 2,1834149,1
treatment 2,1834273,0
treatment 2,1834638,0
treatment 2,1834982,0
treatment 2,1835971,0
treatment 2,1836550,0
treatment 2,1836656,0
treatment 2,1837693,0
treatment 2,1840084,1
treatment 2,1841048,0
treatment 2,1841107,0
treatment 2,1841773,0
treatment 2,1841934,0
treatment 2,1842427,1
treatment 2,1842726,0
treatment 2,1843090,1
treatment 2,1844611,0
treatment 2,1845358,0
treatment 2,1845691,0
treatment 2,1846117,0
treatment 2,1846292,0
treatment 2,1846950,0
treatment 2,1848784,0
treatment 2,1852737,1
treatment 2,1853671,0
treatment 2,1855242,0
treatment 2,1855321,0
treatment 2,1856030,0
treatment 2,1856405,0
treatment 2,1856452,0
treatment 2,1856484,0
treatment 2,1856624,0
treatment 2,1856928,0
treatment 2,1860222,0
treatment 2,1863294,0
treatment 2,1863401,0
treatment 2,1864609,1
treatment 2,1866309,0
treatment 2,1866507,0
treatment 2,1867638,0
treatment 2,1869250,0
treatment 2,1870608,0
treatment 2,1871478,0
treatment 2,1871903,0
treatment 2,1872115,1
treatment 2,1872785,0
treatment 2,1873149,0
treatment 2,1873410,0
treatment 2,1874227,1
treatment 2,1874384,0
treatment 2,1874665,0
treatment 2,1874794,0
treatment 2,1875106,0
treatment 2,1875119,0
treatment 2,1875258,0
treatment 2,1875422,0
treatment 2,1876811,0
treatment 2,1876830,0
treatment 2,1878208,0
treatment 2,1878702,0
treatment 2,1878992,0
treatment 2,1879590,0
treatment 2,1879697,0
treatment 2,1879988,0
treatment 2,1880021,0
treatment 2,1880270,0
treatment 2,1880676,1
treatment 2,1880930,0
treatment 2,1881557,0
treatment 2,1881848,0
treatment 2,1882234,0
treatment 2,1883330,0
treatment 2,1883575,0
treatment 2,1884029,1
treatment 2,1884687,0
treatment 2,1886488,0
treatment 2,1886721,0
treatment 2,1887137,0
treatment 2,1889599,0
treatment 2,1889794,1
treatment 2,1889992,0
treatment 2,1890516,0
treatment 2,1890777,1
treatment 2,1891050,0
treatment 2,1891267,0
treatment 2,1891741,0
treatment 2,1891986,0
treatment 2,1892441,0
treatment 2,1893037,0
treatment 2,1893274,1
treatment 2,1893401,1
treatment 2,1894746,0
treatment 2,1895001,0
treatment 2,1897180,0
treatment 2,1897550,0
treatment 2,1897770,0
treatment 2,1897875,0
treatment 2,1897924,0
treatment 2,1898805,1
treatment 2,1899458,0
treatment 2,1900131,1
treatment 2,1901321,0
treatment 2,1901561,1
treatment 2,1903430,1
treatment 2,1903536,1
treatment 2,1904362,0
treatment 2,1904381,0
treatment 2,1904906,0
treatment 2,1904973,0
treatment 2,1906563,0
treatment 2,1907031,0
treatment 2,1909078,0
treatment 2,1910123,1
treatment 2,1910658,1
treatment 2,1910724,0
treatment 2,1910930,0
treatment 2,1911632,0
treatment 2,1913141,0
treatment 2,1913706,1
treatment 2,1915085,0
treatment 2,1919889,1
treatment 2,1920091,0
treatment 2,1921399,0
treatment 2,1921755,0
treatment 2,1922482,0
treatment 2,1922786,0
treatment 2,1923266,0
treatment 2,1924514,0
treatment 2,1925870,1
treatment 2,1926632,1
treatment 2,1926713,0
treatment 2,1926881,0
treatment 2,1927093,0
treatment 2,1927375,1
treatment 2,1927716,0
treatment 2,1927736,0
treatment 2,1927819,1
treatment 2,1927969,0
treatment 2,1929614,0
treatment 2,1929768,1
treatment 2,1930188,0
treatment 2,1930519,0
treatment 2,1931153,1
treatment 2,1931285,1
treatment 2,1931521,0
treatment 2,1931548,0
treatment 2,1931877,0
treatment 2,1931966,0
treatment 2,1932318,0
treatment 2,1934200,0
treatment 2,1935255,0
treatment 2,1935366,0
treatment 2,1938047,0
treatment 2,1938226,0
treatment 2,1938904,0
treatment 2,1941635,1
treatment 2,1941705,0
treatment 2,1942574,0
treatment 2,1942706,0
treatment 2,1942834,0
treatment 2,1944641,0
treatment 2,1945104,0
treatment 2,1949605,0
treatment 2,1950824,0
treatment 2,1951005,0
treatment 2,1951225,0
treatment 2,1951315,0
treatment 2,1951477,0
treatment 2,1953384,1
treatment 2,1954261,0
treatment 2,1954658,0
treatment 2,1954888,0
treatment 2,1957124,0
treatment 2,1957861,0
treatment 2,1960466,0
treatment 2,1960559,0
treatment 2,1961165,0
treatment 2,1961339,0
treatment 2,1961776,1
treatment 2,1962383,0
treatment 2,1962922,0
treatment 2,1963668,0
treatment 2,1964245,1
treatment 2,1964255,1
treatment 2,1965697,0
treatment 2,1968216,0
treatment 2,1970043,0
treatment 2,1970052,1
treatment 2,1973786,0
treatment 2,1975435,1
treatment 2,1975651,0
treatment 2,1978094,0
treatment 2,1978218,0
treatment 2,1979754,0
treatment 2,1982442,1
treatment 2,1984596,0
treatment 2,1984973,0
treatment 2,1985410,1
treatment 2,1986160,1
treatment 2,1986767,0
treatment 2,1988949,0
treatment 2,1989298,0
treatment 2,1990463,0
treatment 2,1992001,0
treatment 2,1992620,0
treatment 2,1993406,0
treatment 2,1993507,0
treatment 2,1993950,0
treatment 2,1994912,0
treatment 2,1994923,0
treatment 2,1995117,0
treatment 2,1995155,0
treatment 2,1995803,0
treatment 2,1998438,0
treatment 2,1998610,0
treatment 2,1998892,0
treatment 2,2927375,1
treatment 2,2927376,1
treatment 2,2927377,1
treatment 2,2927378,1
treatment 2,2927379,1
treatment 3,1000136,0
treatment 3,1000387,0
treatment 3,1002465,1
treatment 3,1002577,0
treatment 3,1002739,0
treatment 3,1003120,1
treatment 3,1003514,0
treatment 3,1007458,0
treatment 3,1007476,0
treatment 3,1008436,1
treatment 3,1008902,0
treatment 3,1010881,0
treatment 3,1012136,1
treatment 3,1012580,1
treatment 3,1013052,0
treatment 3,1013236,0
treatment 3,1013337,1
treatment 3,1014229,0
treatment 3,1014321,0
treatment 3,1014945,0
treatment 3,1016127,0
treatment 3,1016226,0
treatment 3,1016422,1
treatment 3,1017559,0
treatment 3,1018121,0
treatment 3,1018179,0
treatment 3,1018970,1
treatment 3,1019122,0
treatment 3,1019822,0
treatment 3,1020353,1
treatment 3,1021868,0
treatment 3,1021883,0
treatment 3,1022749,0
treatment 3,1024065,1
treatment 3,1025111,0
treatment 3,1025753,1
treatment 3,1027131,0
treatment 3,1027264,0
treatment 3,1027402,0
treatment 3,1027611,0
treatment 3,1029673,0
treatment 3,1029926,1
treatment 3,1030311,1
treatment 3,1031225,0
treatment 3,1032981,0
treatment 3,1034203,0
treatment 3,1034240,0
treatment 3,1034291,0
treatment 3,1034327,0
treatment 3,1035317,0
treatment 3,1035867,0
treatment 3,1036792,0
treatment 3,1036892,0
treatment 3,1038386,0
treatment 3,1038631,0
treatment 3,1039989,0
treatment 3,1040138,0
treatment 3,1041212,0
treatment 3,1041450,0
treatment 3,1042219,0
treatment 3,1042549,1
treatment 3,1042571,1
treatment 3,1043768,0
treatment 3,1043948,0
treatment 3,1045156,0
treatment 3,1045911,0
treatment 3,1046423,1
treatment 3,1046470,0
treatment 3,1048319,0
treatment 3,1048419,0
treatment 3,1049130,0
treatment 3,1049514,0
treatment 3,1050175,1
treatment 3,1050672,0
treatment 3,1050803,0
treatment 3,1050880,0
treatment 3,1052097,0
treatment 3,1052379,0
treatment 3,1052429,0
treatment 3,1052898,0
treatment 3,1053937,0
treatment 3,1054204,1
treatment 3,1054602,1
treatment 3,1055846,0
treatment 3,1056582,0
treatment 3,1057227,0
treatment 3,1057996,1
treatment 3,1058061,0
treatment 3,1059410,0
treatment 3,1060597,0
treatment 3,1060638,0
treatment 3,1061265,1
treatment 3,1062321,0
treatment 3,1063367,1
treatment 3,1064155,0
treatment 3,1065747,0
treatment 3,1067003,1
treatment 3,1067135,0
treatment 3,1067621,0
treatment 3,1068376,0
treatment 3,1068386,0
treatment 3,1068556,0
treatment 3,1068671,0
treatment 3,1069050,1
treatment 3,1070902,0
treatment 3,1071161,0
treatment 3,1071375,0
treatment 3,1072444,0
treatment 3,1072868,0
treatment 3,1074411,0
treatment 3,1076885,0
treatment 3,1079180,1
treatment 3,1079855,0
treatment 3,1080080,1
treatment 3,1080498,1
treatment 3,1083021,0
treatment 3,1083281,0
treatment 3,1083567,1
treatment 3,1084677,0
treatment 3,1084787,0
treatment 3,1084888,0
treatment 3,1087875,1
treatment 3,1088679,0
treatment 3,1088944,1
treatment 3,1089104,1
treatment 3,1090859,0
treatment 3,1091982,0
treatment 3,1092375,0
treatment 3,1093124,0
treatment 3,1093323,1
treatment 3,1093640,0
treatment 3,1094677,0
treatment 3,1096589,0
treatment 3,1098103,0
treatment 3,1099168,0
treatment 3,1100884,0
treatment 3,1101208,0
treatment 3,1101686,0
treatment 3,1102184,1
treatment 3,1102325,0
treatment 3,1102426,0
treatment 3,1105204,0
treatment 3,1105232,0
treatment 3,1105367,0
treatment 3,1108025,0
treatment 3,1108179,0
treatment 3,1108312,0
treatment 3,1108636,0
treatment 3,1109144,1
treatment 3,1109332,1
treatment 3,1109800,0
treatment 3,1110022,1
treatment 3,1112274,0
treatment 3,1113003,0
treatment 3,1113705,1
treatment 3,1114910,1
treatment 3,1114926,0
treatment 3,1115170,0
treatment 3,1115933,0
treatment 3,1117638,1
